lon,lat,label,ndvi_00,ndvi_01,ndvi_02,ndvi_03,ndvi_04,ndvi_05,ndvi_06,ndvi_07,ndvi_08,ndvi_09,ndvi_10,ndvi_11,ndvi_12,ndvi_13,ndvi_14,ndvi_15,ndvi_16,ndvi_17,ndvi_18,ndvi_19,ndvi_20,ndvi_21,ndvi_22,ndvi_23
-54.595477307397026,-3.641303363464666,deforested,0.8707916140556335,0.8284802436828613,0.8676543235778809,0.7762128114700317,0.6951244473457336,0.6879614591598511,0.6807984709739685,0.6736354827880859,0.6664724349975586,0.659309446811676,0.6521464586257935,0.6449834704399109,0.5681003332138062,0.49121716618537903,0.4143339991569519,0.33745086193084717,0.3784710168838501,0.41949114203453064,0.4605112671852112,0.5015314221382141,0.5057628154754639,0.5099942684173584,0.5478484034538269,0.5520526766777039
-54.571395228220226,-3.6157447479866494,deforested,0.844115674495697,0.8387096524238586,0.8489544987678528,0.7608904242515564,0.782954752445221,0.6351172924041748,0.48727983236312866,0.39527925848960876,0.30327868461608887,0.3389222323894501,0.3745657801628113,0.4102093279361725,0.3902776539325714,0.37034595012664795,0.3504142761230469,0.3304826021194458,0.394601970911026,0.4086933732032776,0.42278480529785156,0.4554007649421692,0.48045313358306885,0.5055055022239685,0.5096893310546875,0.506840169429779
-54.55802894699865,-3.5360814407233225,deforested,0.8670344948768616,0.8730028867721558,0.87897127866745,0.7933432459831238,0.4372335374355316,0.3174411654472351,0.1976487934589386,0.21817363798618317,0.14697802066802979,0.16675838828086853,0.2004402130842209,0.23412203788757324,0.31005215644836426,0.3859822452068329,0.459565132856369,0.5331479907035828,0.6067308783531189,0.6078899502754211,0.6090490221977234,0.6102080941200256,0.6369417905807495,0.6294134855270386,0.6091954112052917,0.5687304735183716
-54.65190698836277,-3.637025474783924,deforested,0.8678720593452454,0.8438613414764404,0.8693776726722717,0.8461520671844482,0.82292640209198,0.7355148792266846,0.6481032967567444,0.6545683145523071,0.6610332727432251,0.6674982905387878,0.5860521197319031,0.5046059489250183,0.45008230209350586,0.395558625459671,0.44580504298210144,0.4960514307022095,0.5462978482246399,0.5406299233436584,0.5349620580673218,0.5292941331863403,0.5350756645202637,0.4205368459224701,0.39908066391944885,0.41611623764038086
-54.65675960341452,-3.6346661480960094,deforested,0.889374852180481,0.8624117374420166,0.8866484761238098,0.7801257967948914,0.8392003774642944,0.8194550275802612,0.7997097373008728,0.7165354490280151,0.6755626201629639,0.6345898509025574,0.5936170816421509,0.5526442527770996,0.5116714239120483,0.47069865465164185,0.42972585558891296,0.3887530565261841,0.36389240622520447,0.33903178572654724,0.3141711354255676,0.3970099687576294,0.3904040455818176,0.38379815220832825,0.4445219933986664,0.4217033088207245
-54.684352573239956,-3.5863106818834276,deforested,0.8273937106132507,0.8033490777015686,0.79360032081604,0.7536231875419617,0.7186460494995117,0.6842902898788452,0.6499345302581787,0.526938259601593,0.5895113945007324,0.652084469795227,0.7146576046943665,0.7772307395935059,0.6700323224067688,0.5628339052200317,0.4556354880332947,0.45827507972717285,0.4609147012233734,0.3668047785758972,0.4004024267196655,0.6029684543609619,0.592181921005249,0.5813953280448914,0.5702114105224609,0.5612903237342834
-54.6101608268263,-3.5685785797878293,deforested,0.8762567639350891,0.7365163564682007,0.8655397891998291,0.575335681438446,0.7949002385139465,0.7206399440765381,0.6463795900344849,0.6574082970619202,0.6684370636940002,0.6794657707214355,0.6953411102294922,0.7112164497375488,0.5620987415313721,0.4129810333251953,0.3997340798377991,0.38648712635040283,0.373240202665329,0.35999324917793274,0.3467462956905365,0.4342285692691803,0.4323970675468445,0.43056559562683105,0.43880873918533325,0.4290565252304077
-54.65902854827921,-3.6236861658039983,deforested,0.8561689257621765,0.8064213991165161,0.8545780777931213,0.7671204805374146,0.8319435715675354,0.7712110877037048,0.710478663444519,0.6497461795806885,0.7100790739059448,0.7704119086265564,0.7370742559432983,0.7037366032600403,0.6703989505767822,0.637061357498169,0.6037237048149109,0.5703860521316528,0.5370483994483948,0.5161964297294617,0.5581138730049133,0.5750081539154053,0.5776433348655701,0.5802785158157349,0.5645204186439514,0.5566022396087646
-54.5547269039441,-3.5825362001801953,deforested,0.8867706656455994,0.8995276689529419,0.9122847318649292,0.5794079899787903,0.5736607313156128,0.6696462631225586,0.7656318545341492,0.7386157512664795,0.711599588394165,0.6845834851264954,0.6575673818588257,0.6305512189865112,0.6035351157188416,0.5765190124511719,0.5495028495788574,0.5224867463111877,0.5989283323287964,0.5543984770774841,0.5397489666938782,0.6263190507888794,0.6406205892562866,0.6268239617347717,0.6381980776786804,0.6199377179145813
-54.5940889318542,-3.64053688926101,deforested,0.8957878351211548,0.8605799078941345,0.8724831938743591,0.8049019575119019,0.7267107367515564,0.5899888277053833,0.4532669186592102,0.449413537979126,0.44556015729904175,0.44170674681663513,0.4378533661365509,0.4339999854564667,0.39255180954933167,0.35110363364219666,0.30965545773506165,0.26820728182792664,0.3114304542541504,0.35465362668037415,0.3978767991065979,0.44109997153282166,0.4656623601913452,0.4902247488498688,0.48902055621147156,0.4845656752586365
